model,avg_mae,std_mae,avg_rmse,std_rmse,avg_r2,std_r2
rf_reg,6.0758886155502,2.3645971916561828,12.921456164914133,6.816270697721816,0.98291527419627,0.013432901691188813
xgb_reg,7.380088816991622,3.559930046239313,15.55568219368395,9.27650680616815,0.9769145909876145,0.01730656128299589
lin_reg,3.166355926688957,0.805876166530222,5.386172200171755,1.434151230959902,0.9971618218728974,0.0010785563917958757
dt_reg,6.928076265704009,2.4539111916885035,13.837069457615485,6.896982706427454,0.9808035382937017,0.014240592354742532
gbr_reg,6.129549490791314,2.373192079265869,13.062550035091443,6.84560163225872,0.9824787194418494,0.013778064474497444
knn_reg,17.597308897778298,5.866677085280764,27.527205297725168,11.121545249196352,0.9320656842956936,0.02687418186665145
