,ds,ticker,open,high,low,close,volume,SMA,EMA,RSI,MACD,%K,%D
0,2020-01-02,GOOGL,66.95867127115037,67.96522521972656,66.86332820436425,67.96522521972656,27278000,,67.96522521972656,,0.0,,
1,2020-01-03,GOOGL,66.93832337803212,68.21700271420914,66.90455208946976,67.60968780517578,23408000,,67.93136451357887,0.0,-0.028361958995503755,,
2,2020-01-06,GOOGL,67.11857657252054,69.43708883609668,67.08729816087028,69.4117660522461,46768000,,68.07235513630908,83.52174481883148,0.0934958758483333,,
3,2020-01-07,GOOGL,69.54335656021222,69.69431580950295,69.10140504019108,69.2776870727539,34330000,,68.18714865406574,78.63518178821947,0.17720729936081625,,
4,2020-01-08,GOOGL,69.26328117365361,70.10894997178289,69.15453414305767,69.77078247070312,35314000,,68.33797092231691,82.41819357383947,0.28010896150060205,,
5,2020-01-09,GOOGL,70.60949659555637,70.94468628827275,70.0275120595761,70.50323486328125,33200000,,68.54418653574209,86.07953805974682,0.4159670476391426,,
6,2020-01-10,GOOGL,70.98392563781249,71.25555076930975,70.49380624465894,70.9585952758789,26258000,,68.77413022527892,87.6751738535079,0.5539932500615805,,
7,2020-01-13,GOOGL,71.2709395073884,71.58030634593166,70.78032760337808,71.50830841064453,30730000,,69.0345281476947,89.17332631518569,0.6996718837919502,,
8,2020-01-14,GOOGL,71.50680981258097,71.63740929797085,70.89949492783481,71.03953552246094,26076000,,69.22548123100577,80.79799202680559,0.7684391084972191,,
9,2020-01-15,GOOGL,71.16019766565398,71.54554038332928,71.09266267189435,71.46707916259766,21550000,69.95119018554688,69.43896674830023,82.31307842096444,0.8476654682800842,,
10,2020-01-16,GOOGL,71.77744628827148,72.03815275975688,71.50681377041046,72.01133728027344,26080000,70.35580139160156,69.68395441801196,83.92743817556502,0.9434939992262059,,
11,2020-01-17,GOOGL,72.626085344564,73.52041445228143,72.32863737834732,73.46926879882812,52424000,70.9417594909668,70.04446054951826,87.08513337623964,1.1241234936216813,,
12,2020-01-21,GOOGL,73.44344256674036,73.98372249370233,73.00695421443795,73.6048355102539,48930000,71.36106643676757,70.38354387911214,87.31683479212586,1.2636462426364687,,
13,2020-01-22,GOOGL,73.97627967986148,74.51505937450915,73.6252007502099,73.6852798461914,28458000,71.80182571411133,70.69799492359587,87.45043582507056,1.364975622735514,89.1556628184308,
14,2020-01-23,GOOGL,73.86803136699017,74.16349415742818,73.50900399356541,73.72600555419922,26650000,72.19734802246094,70.98637688841524,87.51700514651009,1.432058234873736,89.63204697456844,
15,2020-01-24,GOOGL,74.12971219458755,74.198239790935,72.65786156843807,72.80634307861328,29786000,72.42765884399414,71.15970700176743,81.52665947082815,1.394932696646137,76.99554082651015,85.26108353983646
16,2020-01-27,GOOGL,71.08671972598552,71.33699250078811,70.48883829793303,71.09615325927734,34132000,72.44141464233398,71.15365426438743,60.33392310500744,1.213523668895192,36.84661221240552,67.82473333782804
