,ds,ticker,open,high,low,close,volume,SMA,EMA,RSI,MACD,%K,%D
0,2020-01-02,AMZN,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,,94.90049743652344,,0.0,,
1,2020-01-03,AMZN,93.2249984741211,94.30999755859376,93.2249984741211,93.74849700927734,75288000,,94.79078311011905,0.0,-0.09189746997974169,,
2,2020-01-06,AMZN,93.0,95.18450164794922,93.0,95.1439971923828,81236000,,94.82442254652513,54.77918935269182,-0.051527695727770606,,
3,2020-01-07,AMZN,95.2249984741211,95.69450378417967,94.60199737548828,95.34300231933594,80898000,,94.87381109631663,58.05577932720353,-0.0034366921468915734,,
4,2020-01-08,AMZN,94.9020004272461,95.5500030517578,94.3219985961914,94.59850311279295,70160000,,94.847591288362,45.67467923151041,-0.025109640949949608,,
5,2020-01-09,AMZN,95.49449920654295,95.89099884033205,94.79000091552734,95.05249786376952,63346000,,94.86710620030557,51.92649479093118,-0.0055876162482348946,,
6,2020-01-10,AMZN,95.26850128173828,95.34700012207033,94.0,94.15799713134766,57074000,,94.79957200326196,42.32875049462182,-0.06158508989452116,,
7,2020-01-13,AMZN,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140624,55616000,,94.77723204498999,46.802681518751584,-0.07228826998428417,,
8,2020-01-14,AMZN,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,68818000,,94.65292424280716,38.733374090780025,-0.16704122265139176,,
9,2020-01-15,AMZN,93.6125030517578,93.94300079345705,92.75450134277344,93.10099792480467,57932000,94.40829925537109,94.50512173633074,36.591932329801125,-0.26896987967785435,,
10,2020-01-16,AMZN,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,94.30794982910156,94.44720568275906,43.31584499956296,-0.28226433606221235,,
11,2020-01-17,AMZN,94.29450225830078,94.33200073242188,92.8625030517578,93.23600006103516,79946000,94.25670013427734,94.33185276640441,39.81026273828084,-0.3421931261466966,,
12,2020-01-21,AMZN,93.25,94.7135009765625,93.0,94.5999984741211,74156000,94.20230026245117,94.35739045285362,48.42365616357764,-0.2764372549280125,,
13,2020-01-22,AMZN,94.80449676513672,95.125,94.16699981689452,94.3730010986328,64326000,94.10530014038085,94.35887718102306,47.297250810746505,-0.239876892844876,51.60213764299737,
14,2020-01-23,AMZN,94.25550079345705,94.4990005493164,93.63800048828124,94.22899627685548,49692000,94.0683494567871,94.34650757110234,46.60944278754929,-0.21998665884350999,47.01087551416079,
15,2020-01-24,AMZN,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,93.87129974365234,94.22607834837086,46.633011816197964,-0.2933943917734041,20.17617649737006,39.59639655150941
16,2020-01-27,AMZN,91.0,92.0500030517578,90.76699829101562,91.41699981689452,70570000,93.59720001220703,93.95854705965883,31.67113283621407,-0.4803846328656931,12.685430448784926,26.62416082010526
17,2020-01-28,AMZN,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,93.40694961547851,93.83511386103619,38.047880732927545,-0.5220564715169047,36.99258352652485,23.284730157559945
18,2020-01-29,AMZN,93.1999969482422,93.7375030517578,92.7509994506836,92.9000015258789,41760000,93.34974975585936,93.74605554340216,42.06790448962614,-0.5298098740633321,41.627693329342826,30.435235768217535
19,2020-01-30,AMZN,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,126548000,93.39304962158204,93.72585945184302,43.02576814208535,-0.47927165364096425,60.41478569405757,46.34502084997508
20,2020-01-31,AMZN,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,311346000,94.04694900512695,94.36492017159867,68.5805470904995,0.11637253209580933,80.44758165619822,60.83002022653287
21,2020-02-03,AMZN,100.52999877929688,102.4250030517578,100.0124969482422,100.20999908447266,117834000,94.74434890747071,94.92159435377714,66.88803605575988,0.5636908200009287,78.56724357367078,73.14320364130886
22,2020-02-04,AMZN,101.49400329589844,102.98999786376952,100.76850128173828,102.4834976196289,105786000,95.53269882202149,95.6417756171916,75.18092282686867,1.0890917455800633,95.8561706467728,84.95699862554727
23,2020-02-05,AMZN,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,87524000,96.29474868774415,96.24670172563614,74.684256315509,1.449231196766391,87.81678478179784,87.4133996674138
24,2020-02-06,AMZN,102.0510025024414,102.81500244140624,101.23999786376952,102.5114974975586,63660000,97.12299880981445,96.84334894200971,74.28740436094718,1.7561980373839106,91.86870570682582,91.84722037846548
25,2020-02-07,AMZN,102.09950256347656,104.92649841308594,101.90499877929688,103.96399688720705,101906000,98.21119842529296,97.52150588917137,78.95391637887222,2.0925543676700613,93.20243287135082,90.96264111999149
26,2020-02-10,AMZN,104.25050354003906,106.77999877929688,104.2480010986328,106.69550323486328,101124000,99.73904876708984,98.3952199220944,80.40065503858128,2.5501325759104674,99.4723315939731,94.84782339071658
27,2020-02-11,AMZN,107.54499816894533,109.29750061035156,106.8000030517578,107.54000091552734,114920000,101.22679901123047,99.26615144527848,82.09742015468584,2.9469400175659217,90.51563921723628,94.39680122752007
