published_at,ticker,title,desc,url,source,sentiment,sentiment_score
2025-05-21 22:45:49+00:00,AMZN,Amazon (AMZN) to Resume Selling Nike Products After Four-Year Gap | AMZN Stock News,"Amazon (AMZN) is set to reintroduce Nike products to its platform, marking the first time since 2019. The retail giant has reportedly arranged for direct suppli",https://www.gurufocus.com/news/2881543/amazon-amzn-to-resume-selling-nike-products-after-fouryear-gap-amzn-stock-news,gurufocus.com,,
2025-05-21 20:45:11+00:00,AMZN,AMZN Shareholders Approve Board and Executive Pay Plans | AMZN Stock News,"At its recent annual meeting, Amazon (AMZN) shareholders voted in favor of retaining the current board, re-electing all 12 directors. They also endorsed the pro",https://www.gurufocus.com/news/2881004/amzn-shareholders-approve-board-and-executive-pay-plans-amzn-stock-news,gurufocus.com,,
2025-05-21 16:35:00+00:00,AMZN,Magnificent 7 Earnings Preview: A Pulse Check on the US Economy,"Market Analysis by  covering: S&P 500, JPMorgan Chase & Co, Alphabet Inc Class A, Apple Inc. Read 's Market Analysis on Investing.com",https://www.investing.com/analysis/magnificent-7-earnings-preview-a-pulse-check-on-the-us-economy-200661117,investing.com,,
2025-04-21 18:34:43+00:00,AMZN,Amazon becomes the latest big tech company to cut back on AI spending — or not,"Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",https://www.cnbc.com/2025/04/21/amazon-becomes-latest-tech-company-to-cut-back-on-ai-spending-or-not.html,cnbc.com,,
2025-04-21 17:12:08+00:00,AMZN,Amazon.com Inc. (AMZN): Among Billionaire Rob Citrone’s Top Stock Picks,"We recently published a list of Billionaire Rob Citrone’s Top 10 Stock Picks. In this article, we are going to take a look at where Amazon.com Inc. (NASDAQ:AMZN) stands against other billionaire Rob Citrone’s top stock picks. Robert K. Citrone is a well-known figure in the financial world. Rob, as many call him, is the […]",https://finance.yahoo.com/news/amazon-com-inc-amzn-among-171208474.html,finance.yahoo.com,,
2025-04-21 17:12:08+00:00,AMZN,Amazon.com Inc. (AMZN): Among Billionaire Rob Citrone’s Top Stock Picks,"We recently published a list of Billionaire Rob Citrone’s Top 10 Stock Picks. In this article, we are going to take a look at where Amazon.com Inc.",https://www.insidermonkey.com/blog/amazon-com-inc-amzn-among-billionaire-rob-citrones-top-stock-picks-1512459/,insidermonkey.com,,
2025-03-22 12:58:21+00:00,AMZN,"BlackRock, Inc. Expands Stake in BlackRock ESG Capital Allocation Trust","On March 21, 2025, BlackRock, Inc. (Trades, Portfolio) made a strategic move by acquiring an additional 101,600 shares in the BlackRock ESG Capital Allocation T",https://www.gurufocus.com/news/2748059/blackrock-inc-expands-stake-in-blackrock-esg-capital-allocation-trust,gurufocus.com,,
2025-03-22 12:57:26+00:00,AMZN,Barclays PLC Acquires Significant Stake in Nabors Energy Transition Corp,"On September 30, 2024, Barclays PLC executed a notable transaction by acquiring 2,134,229 shares of Nabors Energy Transition Corp (NETC.U) at a price of $10.99",https://www.gurufocus.com/news/2748051/barclays-plc-acquires-significant-stake-in-nabors-energy-transition-corp,gurufocus.com,,
2025-03-22 11:38:22+00:00,AMZN,Barclays PLC Acquires Significant Stake in The Aarons Co Inc,"On September 30, 2024, Barclays PLC executed a notable transaction by acquiring 2,888,489 shares of The Aarons Co Inc (AAN) at a price of $9.95 per share. This",https://www.gurufocus.com/news/2748047/barclays-plc-acquires-significant-stake-in-the-aarons-co-inc,gurufocus.com,,
2025-02-20 23:37:06+00:00,AMZN,"Amazon.com, Inc. (AMZN) Advances AI Investments and Automation Amid E-Commerce Challenges","We recently compiled a list of the Top 10 AI Stocks on Wall Street’s Radar Right Now. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/amazon-com-inc-amzn-advances-ai-investments-and-automation-amid-e-commerce-challenges-1459208/,insidermonkey.com,,
2025-02-20 18:05:59+00:00,AMZN,"Amazon.com, Inc. (AMZN): Among the Best Long-Term Stocks to Buy According to Ken Fisher","We recently compiled a list of the 12 Best Long-Term Stocks to Buy According to Ken Fisher. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/amazon-com-inc-amzn-among-the-best-long-term-stocks-to-buy-according-to-ken-fisher-1458960/,insidermonkey.com,,
2025-02-20 17:58:13+00:00,AMZN,"What's Going On With Target Corporation Stock Today? - Costco Wholesale (NASDAQ:COST), Amazon.com (NASDAQ:AMZN)","Target, and other many retail stores, are trading lower after Walmart Inc. issued soft first-quarter guidance.",https://www.benzinga.com/trading-ideas/movers/25/02/43859124/whats-going-on-with-target-corporation-stock-today,benzinga.com,,
2025-01-21 19:47:49+00:00,AMZN,"Did Billionaire Chen Tianqiao Dump or Bet on Amazon.com, Inc. (AMZN)?","We recently compiled a list of the Billionaire Chen Tianqiao Dumped 3 Tech Stocks and Betting On These 4 Stocks. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/did-billionaire-chen-tianqiao-dump-or-bet-on-amazon-com-inc-amzn-1429016/,insidermonkey.com,,
2025-01-21 19:10:52+00:00,AMZN,Quantum Computing Stocks Pop As Investors Mull President Trump's First Moves,Quantum computing stocks popped on Tuesday as the Nasdaq composite also climbed as investors mulled President Donald Trump's first moves.,https://www.investors.com/news/technology/quantum-computing-stocks-trump-artificial-inteligence/,investors.com,,
2025-01-21 17:12:12+00:00,AMZN,Amazon Stock Climbs as Analysts Predict $245 by 2025,"Amazon.com Inc. (AMZN, Financial) shares rose more than 2% to $230 on Tuesday after analysts boosted outlooks and chart signals showed strength. The stock marke",https://www.gurufocus.com/news/2662498/amazon-stock-climbs-as-analysts-predict-245-by-2025,gurufocus.com,,
2024-12-22 17:34:42+00:00,AMZN,Bezos shoots down $600M wedding rumors: 'Don't believe everything you read',Jeff Bezos shot down rumors that initially came from the Daily Mail and were shared by other outlets about a lavish wedding in Colorado next weekend.,https://www.foxbusiness.com/business-leaders/bezos-shoots-down-600m-wedding-rumors-dont-believe-everything-you-read,foxbusiness.com,,
2024-12-22 16:21:22+00:00,AMZN,Why Amazon.com (AMZN) Is the Best Stock to Buy and Hold for 3 Years?,"We recently published a list of the 10 Best Stocks to Buy and Hold For 3 Years. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/why-amazon-com-amzn-is-the-best-stock-to-buy-and-hold-for-3-years-1411898/,insidermonkey.com,,
2024-12-22 16:00:19+00:00,AMZN,"Tech Titans Triumph: Here Are The Top 10 Billionaires Who Made Astronomical Gains In 2024 - Amazon.com (NASDAQ:AMZN), Dell Technologies (NYSE:DELL)","America's wealthiest billionaires had an extraordinary year in 2024, with their fortunes growing at a rate far outpacing the 3% growth of the U.S. economy.",https://www.benzinga.com/markets/24/12/42638406/tech-titans-triumph-the-top-10-billionaires-who-made-big-gains-in-2024,benzinga.com,,
2024-11-22 23:59:35+00:00,AMZN,"Dow Jones Futures: Stay Cool In Hot Stock Market; Forget Nvidia, Meet The New AI Chip Leader","Dow Jones futures: The stock market rally is hot, but keep a cool head. Nvidia is the giant, but Astera Labs is the new AI chip stock leader.",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-forget-nvidia-ai-chip-leader-astera-labs/?src=A00220&yptr=yahoo,finance.yahoo.com,,
2024-11-22 23:39:00+00:00,AMZN,"Amazon.com, Inc. (AMZN) Launches AWS Amplify AI Kit for Bedrock, Enabling Developers to Build AI-Powered Web Apps","We recently compiled a list of the 15 Trending AI Stocks on Latest News and Ratings. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/amazon-com-inc-amzn-launches-aws-amplify-ai-kit-for-bedrock-enabling-developers-to-build-ai-powered-web-apps-1396176/,insidermonkey.com,,
2024-11-22 19:01:36+00:00,AMZN,Stock Market Recap: Why Was the Market Up Today?,"On Friday, November 22, 2024, the U.S. stock market demonstrated strength and resilience, with all three major indexes closing in positive territory. This",https://thestockmarketwatch.com/stock-market-news/stock-market-recap-why-was-the-market-up-today-november-22-2024/48445/,thestockmarketwatch.com,,
2024-10-23 22:32:25+00:00,AMZN,Market Today: Tesla's Earnings Beat and Peloton's Surge Highlight the Day,"Market Overview

The stock market faced significant pressure today due to losses in major stocks and concerns about rising Treasury yields. The 2-year note yiel",https://www.gurufocus.com/news/2564317/market-today-teslas-earnings-beat-and-pelotons-surge-highlight-the-day,gurufocus.com,,
2024-10-23 22:25:35+00:00,AMZN,Amazon (AMZN) Stock Drops as Amazon Today Service Shuts Down,"Amazon (AMZN) experienced a share price decline of 2.63% today, closing at $184.71. This movement follows the announcement of the impending closure of its Amazo",https://www.gurufocus.com/news/2564311/amazon-amzn-stock-drops-as-amazon-today-service-shuts-down,gurufocus.com,,
2024-10-23 22:21:53+00:00,AMZN,Amazon brings gas benefit to Prime membership,"E-commerce giant Amazon on Wednesday brought a fuel savings benefit to its Prime membership that will knock 10 cents off each gallon of gas they purchase at about 7,000 U.S. gas stations.",https://www.foxbusiness.com/technology/amazon-brings-gas-benefit-prime-membership,foxbusiness.com,,
2024-09-23 21:09:39+00:00,AMZN,"Dow Jones Futures: Magnificent Seven Stocks Amazon, Apple, Microsoft, Tesla Eye Buy Points","Dow Jones Futures: Magnificent Seven stocks Amazon, Apple, Meta Platforms, Microsoft and Tesla are in or near buy zones Monday.",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-amazon-apple-microsoft-tesla-stock-tsla/,investors.com,,
2024-09-23 20:07:48+00:00,AMZN,Dow Jones Up As Palantir Pops Amid Move; Elon Musk Makes This Boast As Tesla Soars (Live Coverage),The Dow Jones was digging in on the stock market today. Intel and Palantir stock were rising. Tesla CEO Elon Musk issued an EV boast.,https://www.investors.com/market-trend/stock-market-today/dow-jones-nasdaq-sp500-intel-palantir-mike-johnson/?src=A00220&yptr=yahoo,finance.yahoo.com,,
2024-09-23 19:10:26+00:00,AMZN,"EXCLUSIVE: Inside The Amazon Of Weed, Helping 400 Cannabis Brands Save And Grow In Regulatory Maze - Amazon.com (NASDAQ:AMZN)",,https://www.benzinga.com/markets/cannabis/24/09/40989988/exclusive-inside-the-amazon-of-weed-helping-400-cannabis-brands-save-and-grow-in-regulatory-maze,benzinga.com,,
2024-08-24 06:24:10+00:00,AMZN,Amazon Are Masters Of Growth Monetisation And Execution (Rating Upgrade) (NASDAQ:AMZN),"Amazon's Q2 results showed revenue growth, profitability, and technology integration. It still faces cyclicality and governance risks. Read more on AMZN here.",https://seekingalpha.com/article/4716849-amazon-are-masters-of-growth-monetisation-and-execution-rating-upgrade,seekingalpha.com,,
2024-08-24 03:25:58+00:00,AMZN,Jim Cramer Wants You to Check These 10 Stocks,Jim Cramer noticed a strange pattern during the recent winning streak last week.,https://www.insidermonkey.com/blog/jim-cramer-wants-you-to-check-these-10-stocks-1339033/,insidermonkey.com,,
2024-08-23 23:01:08+00:00,AMZN,"Insider Sale: Senior Vice President David Zapolsky Sells 9,490 Shares of Amazon.com Inc (AMZN)","On August 21, 2024, David Zapolsky, Senior Vice President at Amazon.com Inc (AMZN), sold 9,490 shares of the company. The transaction was documented in a recent",https://www.gurufocus.com/news/2509458/insider-sale-senior-vice-president-david-zapolsky-sells-9490-shares-of-amazoncom-inc-amzn,gurufocus.com,,
2024-07-25 22:20:00+00:00,AMZN,Earnings call: Hasbro sees gains with focus on digital and gaming By Investing.com,Earnings call: Hasbro sees gains with focus on digital and gaming,https://www.investing.com/news/stock-market-news/earnings-call-hasbro-sees-gains-with-focus-on-digital-and-gaming-93CH-3537928,investing.com,,
2024-07-25 21:26:39+00:00,AMZN,"Google: The More It Drops, The More I’ll Buy (NASDAQ:GOOG)","Despite strong earnings from Google, tech valuations are under pressure. Google stock fell 5% despite exceeding profit estimates. Click for my GOOG earnings update.",https://seekingalpha.com/article/4706838-google-the-more-it-drops-the-more-ill-buy,seekingalpha.com,,
2024-07-25 21:03:45+00:00,AMZN,"Dow Jones Futures: Nvidia Fights AI Fatigue, ServiceNow Spikes; Inflation Data Due",Dow Jones futures: Small caps jumped as the Nasdaq and Nvidia fight AI fatigue. ServiceNow broke out. The Fed's key inflation gauge is due.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-nvidia-ai-fatigue-servicenow-spikes-inflation-data/,investors.com,,
2024-06-25 23:51:48+00:00,AMZN,Rivian Gets $5 Billion Lifeline in Joint Venture With Volkswagen,(Bloomberg) -- Rivian Automotive Inc. will get a much-needed cash infusion through a new partnership with Volkswagen AG as automakers large and small rethink their strategies in a slowing electric-vehicle market.Most Read from BloombergYouTuber Dr Disrespect Was Allegedly Kicked Off Twitch for Messaging MinorNvidia Rout Takes Breather as Traders Scour Charts for SupportTrump Could Actually Lose Florida. Here’s Why.Rivian Gets $5 Billion Lifeline in Joint Venture With VolkswagenPaul Singer Is Pit,https://finance.yahoo.com/news/rivian-form-ev-venture-5-214240852.html,finance.yahoo.com,,
2024-06-25 20:55:33+00:00,AMZN,GM self-driving unit Cruise names new CEO as it seeks turnaround By Reuters,GM self-driving unit Cruise names new CEO as it seeks turnaround,https://www.investing.com/news/stock-market-news/gm-selfdriving-unit-cruise-names-new-ceo-as-it-seeks-turnaround-3496468,investing.com,,
2024-06-25 18:35:33+00:00,AMZN,"Nvidia Bounces After Touching Mini Support, Wait For Micron Earnings, Airbus Falters - NVIDIA (NASDAQ:NVDA)","To gain an edge, this is what you need to know today.",https://www.benzinga.com/24/06/39487814/nvidia-bounces-after-touching-mini-support-wait-for-micron-earnings-airbus-falters,benzinga.com,,
2024-05-26 20:13:47+00:00,AMZN,Is Amazon.com Inc (AMZN) Billionaire David Tepper’s Top AI Stock Pick for 2024?,"Amazon.com Inc (NASDAQ:AMZN) ranks 2nd on our list of Top 10 AI Stocks for 2024 According to Billionaire David Tepper. Before analyzing the stock, let’s first see David Tepper’s latest returns and his investing strategy for 2024. Billionaire David Tepper of Appaloosa Management recently made headlines when his latest portfolio showed the 66-year-old owner of Carolina Panthers was piling […]",https://finance.yahoo.com/news/amazon-com-inc-amzn-billionaire-201347399.html?.tsrc=rss,finance.yahoo.com,,
2024-05-26 20:02:31+00:00,AMZN,The Best AI Business Idea in 2024,We recently discussed some of the best artificial intelligence business ideas.,https://www.insidermonkey.com/blog/the-best-ai-business-idea-in-2024-1307008/,insidermonkey.com,,
2024-05-26 15:15:37+00:00,AMZN,TCHP: Secretive And Unconvincing Growth ETF,T. Rowe Price Blue Chip Growth ETF is an actively managed ETF with a portfolio of 74 companies. Read more to see my recommendation on TCHP fund.,https://seekingalpha.com/article/4695725-tchp-secretive-and-unconvincing-growth-etf,seekingalpha.com,,
2024-04-26 23:37:41+00:00,AMZN,10 Best Carfax Alternatives to Check Vehicle History,"In this article, we will look at the 10 best Carfax alternatives to check vehicle history.",https://www.insidermonkey.com/blog/10-best-carfax-alternatives-to-check-vehicle-history-1292509/,insidermonkey.com,,
2024-04-26 23:13:22+00:00,AMZN,Amazon com : How Amazon is using AI to ensure authentic customer reviews,"What happens after you write and submit a review? Learn how advanced AI helps publish authentic reviews and weed out the fakes.
 [...]

This is an abstract of the document. To keep reading, click here...",https://www.marketscreener.com/quote/stock/AMAZON-COM-INC-12864605/news/Amazon-com-How-Amazon-is-using-AI-to-ensure-authentic-customer-reviews-46552691/,marketscreener.com,,
2024-04-26 22:03:00+00:00,AMZN,Time to Buy the Surge in Alphabet's (GOOGL) Stock After Earnings?,Let's review Alphabet's (GOOGL) captivating Q1 report and see if now is a good time to buy into the strong post-earnings rally with GOOGL up more than +20% year to date.,https://finance.yahoo.com/news/time-buy-surge-alphabets-googl-220300064.html?.tsrc=rss,finance.yahoo.com,,
2024-03-27 23:04:08+00:00,AMZN,Amazon Says Japan Isn't Meeting Corporate Needs for Clean Power,Japan still relies on fossil fuels to generate more than 70% of its power.,https://financialpost.com/pmn/business-pmn/amazon-says-japan-isnt-meeting-corporate-needs-for-clean-power,financialpost.com,,
2024-03-27 22:25:49+00:00,AMZN,Amazon's senior employees may not get a cash pay raise this year By Reuters,Amazon's senior employees may not get a cash pay raise this year,https://www.investing.com/news/stock-market-news/amazons-senior-employees-may-not-get-a-cash-pay-raise-this-year-3355905,investing.com,,
2024-03-27 22:23:02+00:00,AMZN,Amazon's senior employees may not get a cash pay raise this year,,https://finance.yahoo.com/news/amazons-senior-employees-may-not-222302277.html?.tsrc=rss,finance.yahoo.com,,
2024-02-26 23:33:50+00:00,AMZN,Berkshire March Toward $1 Trillion Value Stalls on Results,Berkshire Hathaway Inc. retreated on Monday after touching a record high that pushed the market value of Warren Buffett’s conglomerate even closer to $1 trillion.,https://www.livemint.com/news/berkshire-march-toward-1-trillion-value-stalls-on-results-11708990430938.html,livemint.com,,
2024-02-26 23:11:17+00:00,AMZN,US court tries to bring SpaceX lawsuit against US labor board back to Texas By Reuters,US court tries to bring SpaceX lawsuit against US labor board back to Texas,https://www.investing.com/news/world-news/us-court-tries-to-bring-spacex-lawsuit-against-us-labor-board-back-to-texas-3315896,investing.com,,
2024-02-26 22:42:12+00:00,AMZN,Hedge Funds Are Investing Heavily In These Blue Chip Stocks — Should You Follow Suit?,"With economic uncertainty lurking and inflation remaining a concern, many investors are turning their attention to high-quality blue chip stocks that have proven historically resilient. As a retail investor, one of the best things you can do is make a list of the blue chip stocks smart money investors are gravitating toward. In this case, the best way to do so is by closely monitoring heavy fund activity. Don't Miss: Join the most successful futures traders with the easiest and most transparent",https://finance.yahoo.com/news/hedge-funds-investing-heavily-blue-224212481.html?.tsrc=rss,finance.yahoo.com,,
2024-01-27 17:47:29+00:00,AMZN,"MacKenzie Scott trims Amazon stake by $10B, philanthropist now owns about 1.9% of tech giant: ‘I have a disproportionate amount of money to share’","Since her split from Amazon founder Jeff Bezos, Scott has donated more than $16.5 billion to a wide range of charities.",https://fortune.com/2024/01/27/mackenzie-scott-trims-her-amazon-stake-by-10-billion/,fortune.com,,
2024-01-27 15:01:01+00:00,AMZN,10 of our stocks report earnings next week. Here's what we want to see from each,It's a big week for the portfolio. Plus some important jobs data could guide the Fed's next moves.,https://www.cnbc.com/2024/01/27/10-of-our-stocks-report-earnings-next-week-heres-what-we-want-to-see.html,cnbc.com,,
2024-01-27 13:23:21+00:00,AMZN,U.S. Wants Cloud Firms To Report Foreign Users Building AI,"US Commerce Secretary Gina Raimondo said her department is exploring how to force cloud companies to disclose when a foreigner taps their computing power to fuel artificial intelligence applications, signaling the next phase of the tech war between Washington and Beijing.",https://www.ndtvprofit.com/technology/raimondo-floats-cloud-reporting-rules-on-non-us-ai-developers,bloombergquint.com,,
2023-12-28 23:41:09+00:00,AMZN,The Pros & Cons of Being a Trader on the West Coast,"""Go West, young man"" may have been sound advice in the mid-19th century, but is it still valid for a trader in the 21st century?",https://www.investopedia.com/articles/active-trading/052715/pros-cons-being-trader-west-coast.asp,investopedia.com,,
2023-12-28 22:35:30+00:00,AMZN,"Bitcoin Miner Stocks Beat Blue-Chips In Trading Volumes, Analyst Says Miners To Peak As BTC Rallies",Bitcoin miner stocks have witnessed a significant rally in trading volumes compared to blue-chip stocks on the exchange amidst the rise in traders’ interest in Bitcoin.,https://www.benzinga.com/markets/cryptocurrency/23/12/36417201/bitcoin-miner-beat-blue-chips-in-trading-volumes-on-heels-of-expected-etf-approval-and-hal,benzinga.com,,
2023-12-28 22:18:02+00:00,AMZN,3 Things To Do After The S&P 500 Gained Nearly 25% In 2023 (NYSEARCA:SPY),"Investors should look at top and worst performers, and then consider stock and cash allocation strategies for 2024.",https://seekingalpha.com/article/4660232-3-things-to-do-after-the-s-and-p-500-gained-nearly-25-percent-in-2023,seekingalpha.com,,
2023-11-28 23:31:07+00:00,AMZN,AWS and Nvidia to partner on new AI supercomputing infrastructure,Amazon Web Services and Nvidia announced Tuesday that they are partnering on new AI supercomputing initiatives as part of their strategic collaboration.,https://www.foxbusiness.com/technology/aws-nvidia-partner-new-ai-supercomputing-infrastructure,foxbusiness.com,,
2023-11-28 23:06:25+00:00,AMZN,"Dow Jones Futures: Market Holds Strong, Tesla, Palantir Make Key Moves; Key Earnings Late",Dow Jones futures: The major indexes held near 2023 highs Tuesday. Tesla reclaimed a key level while Palantir made a bullish move.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-holds-strong-tesla-palantir-make-key-moves-key-earnings-late/,investors.com,,
2023-11-28 22:15:12+00:00,AMZN,10 Best Selling Smartphones in Japan,"According to a report by Spherical Insights, the Japanese smartphone market was valued at $12.68 billion in 2022.",https://www.insidermonkey.com/blog/10-best-selling-smartphones-in-japan-1229460/,insidermonkey.com,,
2023-10-29 20:29:51+00:00,AMZN,"Big Tech earnings have been strong, but Apple is about to answer the thousand-dollar question","While the stock reactions may not prove it, Big Tech is four-for-four so far this earnings season. Can Apple keep the beat streak alive?",https://www.marketwatch.com/story/big-tech-earnings-have-been-strong-but-apple-is-about-to-answer-the-thousand-dollar-question-89d5b1a0?g=%7B11B6DB80-075F-422A-B419-9A2370ADE141%7D&siteid=bulletrss,marketwatch.com,,
2023-10-29 20:00:00+00:00,AMZN,"Wall St edges higher as Amazon, Intel lift megacaps","United States stocks closed mostly lower on Friday, losing momentum as investors digested a hectic week of mixed earnings and economic data that seemed to support the “higher for longer” interest rate scenario. The Nasdaq advanced, with tech and tech-adjacent momentum stocks providing much of the heavy lifting, while the benchmark S&P 500 and the […]",https://michaelwest.com.au/wall-st-edges-higher-as-amazon-intel-lift-megacaps/,michaelwest.com.au,,
