news_url,title,text,source_name,date,topics,tickers
https://www.businesswire.com/news/home/20251112928959/en/Moveworks-Recognized-as-a-Winner-of-2025-Microsoft-Americas-Partner-of-the-Year-Awards/,Moveworks Recognized as a Winner of 2025 Microsoft Americas Partner of the Year Awards,"MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--Moveworks, the agentic AI assistant platform for the enterprise, today announced it has won the 2025 Americas Partner of the Year SDC Emerging Award. The company received recognition among a group of top Microsoft partners for demonstrating innovation and successfully delivering customer solutions using Microsoft technologies. The Microsoft Americas Partner of the Year Awards acknowledge Microsoft partners who have created and delivered exceptional Micros.",Business Wire,"Wed, 12 Nov 2025 17:01:00 -0500",['PressRelease'],MSFT
https://www.businesswire.com/news/home/20251112917859/en/Valorem-Reply-recognized-as-Winner-of-2025-Microsoft-Inclusion-Changemaker-Partner-of-the-Year/,Valorem Reply recognized as Winner of 2025 Microsoft Inclusion Changemaker Partner of the Year,"TURIN, Italy--(BUSINESS WIRE)--Valorem Reply, the Reply Group company specializing in Microsoft technologies and AI-driven, cloud-native solutions, announced today it has won the 2025 Microsoft Inclusion Changemaker Partner of the Year Award. The company was honored among a global field of top Microsoft partners for demonstrating excellence in innovation and implementation of customer solutions based on Microsoft technology. “We're proud of Valorem Reply for earning this recognition,” said Fili.",Business Wire,"Wed, 12 Nov 2025 15:30:00 -0500",['PressRelease'],MSFT
https://techxplore.com/news/2025-11-anthropic-microsoft-ai-center-industry.html,"Anthropic, Microsoft announce new AI data center projects as industry's construction push continues",Artificial intelligence company Anthropic announced a $50 billion investment in computing infrastructure on Wednesday that will include new data centers in Texas and New York.,TechXplore,"Wed, 12 Nov 2025 15:21:46 -0500",[],MSFT
https://www.businesswire.com/news/home/20251112489304/en/Faros-AI-Recognized-as-the-Winner-of-2025-Microsoft-for-Startups-Partner-of-the-Year/,Faros AI Recognized as the Winner of 2025 Microsoft for Startups Partner of the Year,"SAN MATEO, Calif.--(BUSINESS WIRE)-- #AICodingAssistants--Faros AI, the AI transformation partner for software engineering organizations, today announced it has won the Microsoft for Startups 2025 Microsoft Partner of the Year Award. Faros AI was honored among a global field of top Microsoft partners for demonstrating excellence in innovation and implementation of customer solutions based on Microsoft technology. “This recognition reflects the power of our collaboration to solve one of enterprise software developmen.",Business Wire,"Wed, 12 Nov 2025 15:05:00 -0500",['PressRelease'],MSFT
https://www.businesswire.com/news/home/20251112861955/en/Willow-Recognized-as-a-Finalist-for-2025-Microsoft-Education-Partner-of-the-Year-Award/,Willow Recognized as a Finalist for 2025 Microsoft Education Partner of the Year Award,"SEATTLE--(BUSINESS WIRE)--Willow Technology Corporation Ltd. (“Willow”), a leading Operational AI company , today announced it has been named a finalist for the 2025 Microsoft Education Partner of the Year Award. The company was honored among a global field of top Microsoft partners for demonstrating excellence in innovation and implementation of customer solutions based on Microsoft technology. The recognition highlights Willow's role in helping educational institutions transform how their bui.",Business Wire,"Wed, 12 Nov 2025 15:02:00 -0500",['PressRelease'],MSFT
https://www.businesswire.com/news/home/20251112604369/en/Tanium-Recognized-as-a-Winner-of-2025-Microsoft-Americas-Partner-of-the-Year-Awards/,Tanium Recognized as a Winner of 2025 Microsoft Americas Partner of the Year Awards,"EMERYVILLE, Calif.--(BUSINESS WIRE)--Tanium, a leader in Autonomous Endpoint Management (AEM), today announced it has won the 2025 Americas Partner of the Year Software Development Company US Award, marking the third consecutive year of earning a Microsoft Partner of the Year honor. Tanium was recognized for its continued innovation and for successfully delivering joint solutions using Microsoft technologies to solve some of the biggest security challenges faced by mutual customers. Tanium and.",Business Wire,"Wed, 12 Nov 2025 15:00:00 -0500",['PressRelease'],MSFT
https://www.businesswire.com/news/home/20251112066085/en/Fivetran-Named-Winner-of-the-2025-Microsoft-Marketplace-Partner-of-the-Year-Award/,Fivetran Named Winner of the 2025 Microsoft Marketplace Partner of the Year Award,"OAKLAND, Calif.--(BUSINESS WIRE)--Fivetran, the trusted data foundation for the AI era, today announced it has been named the Winner of the 2025 Microsoft Marketplace Partner of the Year Award and a Finalist for the 2025 Microsoft Americas SDC (Software Development Company) Emerging Partner of the Year Award. Fivetran was honored among leading Microsoft partners worldwide for its innovation and excellence in delivering customer solutions built on Microsoft technology. “This recognition reflects.",Business Wire,"Wed, 12 Nov 2025 15:00:00 -0500",['PressRelease'],MSFT
https://www.businesswire.com/news/home/20251112112895/en/ADL-and-JLens-Recommend-AGAINST-BDS-Aligned-Shareholder-Proposal-at-Microsoft-Annual-Meeting/,ADL and JLens Recommend AGAINST BDS-Aligned Shareholder Proposal at Microsoft Annual Meeting,"NEW YORK--(BUSINESS WIRE)--JLens, a Registered Investment Advisor, and ADL (the Anti-Defamation League), today called upon shareholders of Microsoft Corporation (NASDAQ: MSFT) to vote AGAINST Proposal 9, a shareholder resolution that they believe represents a politically motivated, BDS-aligned campaign designed to stigmatize lawful business with Israel and expose Microsoft to significant financial, legal, and reputational risks rather than promote genuine human rights oversight. The proposal is.",Business Wire,"Wed, 12 Nov 2025 12:08:00 -0500",['PressRelease'],MSFT
https://www.wsj.com/tech/ai/inside-microsofts-new-ai-super-factory-3144d211,Inside Microsoft's New AI ‘Super Factory',The tech giant is building out huge data centers among the most advanced in the world as it rushes to meet demand for AI computing power.,WSJ,"Wed, 12 Nov 2025 11:00:00 -0500",['paywall'],MSFT
https://www.forbes.com/sites/greatspeculations/2025/11/12/microsoft-stock-to-drop-30/,Microsoft Stock To Drop 30%?,"Microsoft stock (NASDAQ: MSFT) has surged by 20% this year, largely powered by robust Azure growth and the ongoing excitement surrounding the AI boom. However, following its rise past the $500 mark, a critical question emerges: Is the stock still a worthwhile purchase, or is a correction likely?",Forbes,"Wed, 12 Nov 2025 10:55:03 -0500",['paylimitwall'],MSFT
