ds,ticker,open,high,low,close,volume
,,meta,meta,meta,meta,meta
2020-01-02,META,205.48324073536628,208.50460795301234,205.00618594632707,208.4946746826172,12077100
2020-01-03,META,205.94043338794853,209.1108755558181,205.6820166991645,207.3914794921875,11188400
2020-01-06,META,205.43357884053248,211.47632946439103,205.25468895133676,211.2974395751953,17058900
2020-01-07,META,211.51605782399304,213.26526883360782,210.45260644126304,211.75457763671875,14912400
2020-01-08,META,211.69496771917474,214.91512198342505,211.3073578215122,213.9013671875,13475000
2020-01-09,META,216.20714065859832,217.04200556180393,214.95486605173915,216.96249389648438,12642800
2020-01-10,META,217.8569679090441,218.5328094639806,216.08787510640607,216.7239532470703,12119400
2020-01-13,META,218.25452497385686,220.6099992184627,217.86691509606982,220.5503692626953,14463400
2020-01-14,META,220.25222929606133,221.01751586756043,217.29049155644887,217.7178497314453,13288900
2020-01-15,META,219.2583134453981,220.32174962243903,218.79119194282097,219.7949981689453,10036500
2020-01-16,META,221.20634112983532,221.2659710888437,219.03968990563044,220.41123962402344,10015300
2020-01-17,META,220.66963453830988,220.9280360746828,219.17882494669027,220.77896118164062,15905900
2020-01-21,META,220.7988264582863,221.00753129301452,217.777444084874,220.08323669433594,14275800
2020-01-22,META,220.94789853800262,221.38520507323696,219.92421058747593,219.96397399902344,12212800
2020-01-23,META,219.39748351483465,220.1329550572462,217.9265555953113,218.41354370117188,11195000
2020-01-24,META,219.44716802373816,220.42115934670656,214.78590108729813,216.6046905517578,11905800
2020-01-27,META,211.79435293567823,214.73620866992388,211.19802303979912,213.55349731445312,13810700
2020-01-28,META,214.81575794733754,217.39983439487898,212.21181495434098,216.4556427001953,13413800
2020-01-29,META,220.0832329670482,222.82631690553612,217.11154732637945,221.8622589111328,33181300
2020-01-30,META,205.2646267958043,210.13459931509146,203.49553374739054,208.24624633789062,48775500
2020-01-31,META,207.15296976241714,207.41138648270285,199.82812962755827,200.6729278564453,31359900
2020-02-03,META,202.1935295613705,203.88311066186054,201.25928649637166,202.93893432617188,15495600
2020-02-04,META,205.35404859424295,209.30967432653713,203.94275065657752,208.5443878173828,19628900
2020-02-05,META,211.20796698578138,211.42662028096842,207.43126133865994,208.8226776123047,12538200
2020-02-06,META,209.1804746105374,209.89606446274115,208.05739314368702,209.5581512451172,10567500
2020-02-07,META,209.01150690086425,211.51607125055685,208.64376355740467,211.02906799316406,12242500
2020-02-10,META,210.22401989896812,212.49004911165255,209.3692885176715,211.75457763671875,11856400
2020-02-11,META,208.90218193885602,209.5680750725065,205.24472117404943,205.92056274414062,25030800
2020-02-12,META,206.57652977128944,209.9258772632884,206.12927474433053,209.46868896484375,13813700
2020-02-13,META,208.23627576968474,213.01680248617112,207.89834742314363,211.83409118652344,15396600
2020-02-14,META,212.68881644284545,213.61311102935213,211.34708186178304,212.86770629882812,10741700
2020-02-18,META,212.24158534143987,216.6444355176157,212.09249529004217,216.46554565429688,15609200
2020-02-19,META,216.65439197011833,216.98237189697062,214.78590578028076,216.15745544433594,12135100
2020-02-20,META,215.1933901294506,217.42960442021877,211.64525617542168,213.26527404785156,13109200
2020-02-21,META,212.17199572235396,212.92734887941015,207.55049251428272,208.8922119140625,14092300
2020-02-24,META,200.56357325214856,202.40222919214355,196.95580943049544,199.4901885986328,23080100
2020-02-25,META,201.01082750139798,202.25316883329782,194.74942415556276,195.5644073486328,21433500
2020-02-26,META,195.9818269830241,199.97720084600968,194.29224584981696,195.99176025390625,16524500
2020-02-27,META,190.64474216481972,194.6798644575618,188.33894933165297,188.58741760253906,21682600
