ds,ticker,open,high,low,close,volume
2020-01-02,MSFT,151.04081043121997,152.8957614430933,150.61274704618017,152.79112243652344,22622100
2020-01-03,MSFT,150.6032296866788,152.1537709346399,150.3558932248189,150.8885955810547,21116200
2020-01-06,MSFT,149.4236895425469,151.34523581046366,148.8814652208115,151.2786407470703,20813700
2020-01-07,MSFT,151.55445588605946,151.88738753054335,149.65193958027442,149.89926147460938,21634100
2020-01-08,MSFT,151.18350868587726,152.96237197756489,150.25127940622974,152.28697204589844,27746500
2020-01-09,MSFT,153.95168425767392,154.31316716090495,153.18116713451627,154.1894989013672,21385000
2020-01-10,MSFT,154.88391673930064,155.26441433524994,153.323838856771,153.47604370117188,20725900
2020-01-13,MSFT,153.87557043595248,155.35002402068366,153.39994118378453,155.3214874267578,21626500
2020-01-14,MSFT,155.4261194989962,155.62589016260503,153.83751960953416,154.2275390625,23477400
2020-01-15,MSFT,154.69364646058995,155.9493145977765,154.6460951495271,155.22634887695312,21417900
2020-01-16,MSFT,156.33934990581398,158.13722800089548,156.0349401998481,158.0706329345703,23865400
2020-01-17,MSFT,159.25970219021264,159.307268019974,157.36669248011586,158.95530700683594,34371700
2020-01-21,MSFT,158.55571047629456,159.99211965397268,158.31789592529336,158.38449096679688,29517200
2020-01-22,MSFT,159.2406563351917,159.32628062584678,157.60449066453182,157.62351989746094,24138800
2020-01-23,MSFT,158.0896452143955,158.66991345348552,157.21448917618713,158.59381103515625,19680800
2020-01-24,MSFT,159.34532217334421,159.36435140947736,156.43447319230702,156.99571228027344,24918100
2020-01-27,MSFT,153.2952821260526,155.41659876422113,152.39158956809186,154.37020874023438,32078100
2020-01-28,MSFT,155.79711137360556,157.68059908383785,155.12172598695543,157.39523315429688,24899900
2020-01-29,MSFT,159.6592384894273,160.52488729117346,157.61403832403553,159.8494873046875,34754500
2020-01-30,MSFT,165.56651584401405,165.56651584401405,162.46540438725938,164.35841369628906,51597500
2020-01-31,MSFT,163.81621076924645,163.99693766743874,161.3143966039244,161.93270874023438,36142700
2020-02-03,MSFT,162.12293520251015,165.99456321433146,162.09439861645657,165.8804168701172,30107000
2020-02-04,MSFT,168.50590659560362,171.83531088100904,167.7163604089728,171.3406524658203,36433300
2020-02-05,MSFT,175.0600799605943,175.221792144728,169.71401246551764,171.13137817382812,39186300
2020-02-06,MSFT,172.14924495581388,174.8603373773768,171.2835962721511,174.67959594726562,27751400
2020-02-07,MSFT,173.937608029494,176.5821052778127,173.58563254360297,174.92691040039062,33529100
2020-02-10,MSFT,174.63198862620123,179.6356017198376,174.31807166666005,179.50242614746094,35844300
2020-02-11,MSFT,181.35741036743522,181.404976191026,174.55591853044396,175.45010375976562,53159900
2020-02-12,MSFT,176.5345604946683,176.79140436308234,172.9863702267991,175.70697021484375,47062900
2020-02-13,MSFT,174.1563636632255,177.15282137071074,173.95659304237023,174.7556610107422,35295800
2020-02-14,MSFT,174.3180715056386,176.37279277616537,173.7473107588094,176.3157196044922,23149500
2020-02-18,MSFT,176.56307671522137,178.55120333839932,176.45843770794613,178.10411071777344,27792200
2020-02-19,MSFT,179.38228218118198,179.4967403235362,177.8656535761982,178.63827514648438,29997500
2020-02-20,MSFT,178.32348857919536,178.60964847032747,172.74343619825413,175.9102325439453,36862400
2020-02-21,MSFT,174.71792369802935,175.03269814425303,169.07109398402642,170.34925842285156,48572600
2020-02-24,MSFT,160.02853428667305,166.49568121094842,155.69801694393684,163.0045623779297,68311100
2020-02-25,MSFT,166.16181293118208,166.77228055874716,159.91404943605284,160.31468200683594,68073300
2020-02-26,MSFT,161.8790288632798,165.2652085443117,160.4482437964669,162.3177947998047,56206100
2020-02-27,MSFT,155.78391129170845,159.3227121355239,150.69030453462327,150.88107299804688,93174900
2020-02-28,MSFT,145.37730153078934,156.15588503240923,144.98621679499112,154.53431701660156,97012700
2020-03-02,MSFT,157.68203581689798,164.94088529079474,154.82046595157254,164.81687927246094,71030800
2020-03-03,MSFT,165.78028134976233,166.92490636820497,154.7727679449088,156.9189453125,71677000
2020-03-04,MSFT,160.71529466057675,162.82330947641486,157.97771647661318,162.68023681640625,49814400
2020-03-05,MSFT,158.38788293870178,162.9854639383648,158.0444939987302,158.5977325439453,47817300
2020-03-06,MSFT,155.10662852311938,155.5835568422293,148.8016355622982,154.1146240234375,72821100
2020-03-09,MSFT,144.03234626328836,150.4708782982367,143.07848966551825,143.6698760986328,70419300
2020-03-10,MSFT,150.8619594798835,153.59952319416868,145.53943804182967,153.49459838867188,65354400
2020-03-11,MSFT,149.87948300219972,150.423173662336,144.1754104054555,146.54098510742188,56371600
2020-03-12,MSFT,138.59534971537147,146.3883554250518,132.1854329933511,132.64328002929688,93226400
2020-03-13,MSFT,140.6938411385518,154.43891751850273,134.23622821911493,151.50103759765625,92727400
2020-03-16,MSFT,133.53992981317504,142.45849523329102,128.77064660556167,129.1712646484375,87905900
2020-03-17,MSFT,133.539918122864,140.69384230801745,128.7706353327617,139.8067626953125,81059800
2020-03-18,MSFT,131.6322279550157,139.26308174950935,128.78973899188242,133.92147827148438,81593200
2020-03-19,MSFT,136.18207646490487,143.22152649791732,132.58603391576048,136.12484741210938,85922700
2020-03-20,MSFT,139.26304440324083,140.31229234048558,129.590940394683,131.01219177246094,84866200
2020-03-23,MSFT,130.6879310555905,134.0836739085831,126.40512281008695,129.70545959472656,78975200
2020-03-24,MSFT,137.1168883034806,142.69695531892708,134.75132797536872,141.49508666992188,82516700
2020-03-25,MSFT,142.03882054333977,147.2087226877982,137.77507945408,140.14064025878906,75638200
2020-03-26,MSFT,141.55232885298807,149.4311945319734,141.52371431628413,148.9065704345703,64568100
2020-03-27,MSFT,144.7477677267737,147.74287746196345,142.3154300039506,142.7923583984375,57042300
2020-03-30,MSFT,145.40590442813732,153.1893778840761,143.08802528988713,152.83644104003906,63420300
2020-03-31,MSFT,152.04476019890492,157.17651417379767,149.3358105207715,150.43275451660156,77927200
2020-04-01,MSFT,145.94008796148657,150.4709076857811,143.86068715848717,145.09115600585938,57969900
2020-04-02,MSFT,144.85265768035055,148.3056137675821,143.42187284137225,148.09576416015625,49630700
2020-04-03,MSFT,147.94316773099004,150.11795966237685,145.16744147090267,146.7317657470703,41243300
2020-04-06,MSFT,152.92231774316124,158.81714534072375,150.3087450666314,157.64390563964844,67111700
2020-04-07,MSFT,161.7644990376075,162.15558364422878,155.72658644123274,155.94598388671875,62769000
2020-04-08,MSFT,158.0253910029941,158.97924742087037,155.95552432276594,157.51031494140625,48318200
2020-04-09,MSFT,158.6835884470431,159.64697839696208,155.79340404258915,157.51988220214844,51385100
2020-04-13,MSFT,156.766400732557,157.93010741437175,154.81099100952716,157.87286376953125,41905300
2020-04-14,MSFT,161.2017527315385,165.7325712254723,160.24789620649983,165.68487548828125,52874300
2020-04-15,MSFT,163.30025297649564,165.5609030982997,161.4307021228073,163.94888305664062,40940800
2020-04-16,MSFT,166.25724547941212,169.09973470790595,164.92183720788958,168.8708038330078,50479600
2020-04-17,MSFT,171.21724495139998,171.69417321031753,167.75474113415606,170.35877990722656,52765600
2020-04-20,MSFT,168.4796937873457,170.50186509629964,166.9153695652934,166.9821319580078,36669600
2020-04-21,MSFT,165.49413179476156,165.6562856816567,158.44513160482677,160.07623291015625,56203700
2020-04-22,MSFT,163.4814947386525,165.97106123943186,162.93780400303513,165.51321411132812,34620200
2020-04-23,MSFT,166.07600897122853,166.98217002542322,163.02367010487293,163.5101318359375,32790800
2020-04-24,MSFT,164.12057345602702,166.50521508953827,162.83287570674943,166.4956817626953,34277600
2020-04-27,MSFT,168.44157350466648,168.73726679214028,165.30339094943477,166.01878356933594,33194400
2020-04-28,MSFT,167.48770181446167,167.56401210037632,161.57379292571434,161.9744110107422,34392700
2020-04-29,MSFT,165.22708394143964,169.4812773217259,163.9489192616012,169.24281311035156,51286600
2020-04-30,MSFT,171.6941682751217,172.07570504941066,168.09812523093373,170.9406280517578,53875900
2020-05-01,MSFT,167.68799480298716,170.3969440799021,165.98058332194304,166.51475524902344,39370500
2020-05-04,MSFT,166.43842523573474,170.74031279323725,165.78026192470793,170.5876922607422,30372900
2020-05-05,MSFT,172.28557381784552,175.17575814112513,171.59879590392794,172.4191131591797,36839200
2020-05-06,MSFT,173.67820800036017,175.7003792944064,173.24897544988573,174.11697387695312,32139300
2020-05-07,MSFT,175.67177298351953,176.0342431587368,174.1551444420004,175.12808227539062,28316000
2020-05-08,MSFT,176.44440882317042,176.4634900325435,174.89916562201049,176.1582489013672,30877800
2020-05-11,MSFT,174.6988429624145,178.85765861803685,174.41269760570697,178.12319946289062,30892700
2020-05-12,MSFT,178.18046348376132,178.4093798140285,173.88810763484432,174.08840942382812,32038200
2020-05-13,MSFT,174.126551302396,175.55733641654106,168.3938629633808,171.45574951171875,44711500
2020-05-14,MSFT,169.34770096391762,172.35235810390702,167.573527036543,172.19973754882812,41873900
2020-05-15,MSFT,170.79754132116506,178.4283932657609,168.83259927418283,174.70835876464844,46610400
2020-05-18,MSFT,177.17889120568609,177.60812383198754,175.47149402828296,176.37765502929688,35264500
2020-05-19,MSFT,176.4921166762167,177.98967878872068,175.02318365708535,175.15672302246094,26799100
2020-05-20,MSFT,176.77320062473433,177.76798251744347,175.94103881842096,177.58624267578125,31261300
2020-05-21,MSFT,177.33754880256504,178.5523247036514,175.3193052829855,175.45321655273438,29119500
2020-05-22,MSFT,175.2236475004892,176.43842329608967,174.60190519153238,175.52972412109375,20826900
