ds,ticker,open,high,low,close,volume
2020-01-02,GOOGL,66.95867127115037,67.96522521972656,66.86332820436425,67.96522521972656,27278000
2020-01-03,GOOGL,66.93832337803212,68.21700271420914,66.90455208946976,67.60968780517578,23408000
2020-01-06,GOOGL,67.11857657252054,69.43708883609668,67.08729816087028,69.4117660522461,46768000
2020-01-07,GOOGL,69.54335656021222,69.69431580950295,69.10140504019108,69.2776870727539,34330000
2020-01-08,GOOGL,69.26328117365361,70.10894997178289,69.15453414305767,69.77078247070312,35314000
2020-01-09,GOOGL,70.60949659555637,70.94468628827275,70.0275120595761,70.50323486328125,33200000
2020-01-10,GOOGL,70.98392563781249,71.25555076930975,70.49380624465894,70.9585952758789,26258000
2020-01-13,GOOGL,71.2709395073884,71.58030634593166,70.78032760337808,71.50830841064453,30730000
2020-01-14,GOOGL,71.50680981258097,71.63740929797085,70.89949492783481,71.03953552246094,26076000
2020-01-15,GOOGL,71.16019766565398,71.54554038332928,71.09266267189435,71.46707916259766,21550000
2020-01-16,GOOGL,71.77744628827148,72.03815275975688,71.50681377041046,72.01133728027344,26080000
2020-01-17,GOOGL,72.626085344564,73.52041445228143,72.32863737834732,73.46926879882812,52424000
2020-01-21,GOOGL,73.44344256674036,73.98372249370233,73.00695421443795,73.6048355102539,48930000
2020-01-22,GOOGL,73.97627967986148,74.51505937450915,73.6252007502099,73.6852798461914,28458000
2020-01-23,GOOGL,73.86803136699017,74.16349415742818,73.50900399356541,73.72600555419922,26650000
2020-01-24,GOOGL,74.12971219458755,74.198239790935,72.65786156843807,72.80634307861328,29786000
2020-01-27,GOOGL,71.08671972598552,71.33699250078811,70.48883829793303,71.09615325927734,34132000
2020-01-28,GOOGL,71.59321023544943,72.24173713836646,71.02810757836856,72.02821350097656,29724000
2020-01-29,GOOGL,72.42348475495831,72.70554357944198,71.77446531610946,72.33609008789062,21566000
2020-01-30,GOOGL,71.41246028918627,72.26408472389092,71.25852322835154,72.21443176269531,27110000
2020-01-31,GOOGL,72.89025249432311,72.98013244412725,70.86422567437002,71.14826965332031,43822000
2020-02-03,GOOGL,72.58188991973289,73.80595319465691,72.33161718194921,73.6222152709961,71636000
